"Hugo_Symbol","Percent_Mut","Percent_AMP","Percent_DEL","Percent_AnyAlteration"
"ALPK3",1.17302052785924,0,0,1.17302052785924
"ALPP",1.17302052785924,0,0,1.17302052785924
"ALPPL2",1.17302052785924,0,0,1.17302052785924
"ALS2",0.586510263929619,0,0,0.586510263929619
"ALS2CL",0.293255131964809,0,0,0.293255131964809
"ALS2CR11",0.586510263929619,0,0,0.586510263929619
"ALS2CR12",0.879765395894428,0,0,0.879765395894428
"ALS2CR8",0.879765395894428,0,0,0.879765395894428
"ALX1",1.46627565982405,0.293255131964809,0,1.46627565982405
"ALX3",0.293255131964809,0,0,0.293255131964809
"ALX4",0.586510263929619,0,0.293255131964809,0.879765395894428
"AMAC1",1.17302052785924,0,0,1.17302052785924
"AMBN",0.293255131964809,0,0.293255131964809,0.586510263929619
"AMBP",0.293255131964809,0.586510263929619,0,0.879765395894428
"AMBRA1",0.586510263929619,0,0.293255131964809,0.879765395894428
"AMD1",0.293255131964809,0,0,0.293255131964809
"AMDHD1",0.293255131964809,0,0,0.293255131964809
"AMDHD2",0.293255131964809,0.879765395894428,0,1.17302052785924
"AMELX",0.293255131964809,0,0.586510263929619,0.879765395894428
"AMFR",0.293255131964809,0,0.293255131964809,0.586510263929619
"AMHR2",0.586510263929619,0.293255131964809,0,0.879765395894428
"AMIGO1",0.293255131964809,0.293255131964809,0,0.293255131964809
"AMMECR1L",0.586510263929619,0,0,0.586510263929619
"AMN",0.293255131964809,0.293255131964809,0,0.586510263929619
"AMOT",0.586510263929619,0,0,0.586510263929619
"AMOTL1",1.17302052785924,0.293255131964809,0,1.46627565982405
"AMOTL2",0.293255131964809,0.293255131964809,0,0.586510263929619
"AMPD1",1.46627565982405,0,0,1.46627565982405
"AMPD2",0.586510263929619,0.293255131964809,0,0.586510263929619
"AMPD3",0.586510263929619,0,0,0.586510263929619
"AMPH",0.879765395894428,0.293255131964809,0,1.17302052785924
"AMT",0.586510263929619,0,0,0.586510263929619
"AMY2B",1.17302052785924,0.293255131964809,0,1.17302052785924
"AMZ1",0.586510263929619,0.586510263929619,0.293255131964809,1.46627565982405
"AMZ2",0.293255131964809,0.293255131964809,0,0.586510263929619
"ANAPC1",0.293255131964809,0,0.293255131964809,0.586510263929619
"ANAPC10",0.293255131964809,0,0,0.293255131964809
"ANAPC2",0.293255131964809,0.879765395894428,0,1.17302052785924
"ANAPC4",0.586510263929619,0,0,0.586510263929619
"ANAPC5",0.586510263929619,0,0,0.586510263929619
"ANG",0.293255131964809,0,0,0.293255131964809
"ANGEL1",0.293255131964809,0,0,0.293255131964809
"ANGEL2",0.293255131964809,0,0.293255131964809,0.586510263929619
"ANGPT1",0.293255131964809,0,0,0.293255131964809
"ANGPT4",1.75953079178886,0,0,1.75953079178886
"ANGPTL1",0.879765395894428,0,0,0.879765395894428
"ANGPTL2",0.293255131964809,0.293255131964809,0,0.586510263929619
"ANGPTL4",0.293255131964809,0,0,0.293255131964809
"ANGPTL5",0.293255131964809,0.293255131964809,0,0.586510263929619
"ANGPTL6",0.293255131964809,0.293255131964809,0,0.586510263929619
"ANGPTL7",0.293255131964809,0.293255131964809,0,0.586510263929619
"ANK1",1.75953079178886,0,0,1.75953079178886
"ANK2",2.93255131964809,0,0.293255131964809,3.2258064516129
"ANK3",1.46627565982405,0,0.293255131964809,1.75953079178886
"ANKAR",0.879765395894428,0,0,0.879765395894428
"ANKDD1A",0.586510263929619,0,0,0.586510263929619
